pmcid,sentence,ner
PMC6501469,"During development, neural stem cells and their derivative progenitor cells give rise to all the neurons of the nervous system.","[(27, 36, 'stem cell', 'CL'), (97, 103, 'neuron', 'CL')]"
PMC6501469,The transition of proliferative progenitor cells to fully differentiated neurons is controlled by intrinsic programs as well as extrinsic environmental cues such as neurotrophic factors.,"[(73, 79, 'neuron', 'CL')]"
PMC6501469,"In this work, we studied the role of glial cell line-derived neurotrophic factor (GDNF) and its receptor, GFRα1, during the proliferation and differentiation of cortical neural precursors cells (CNPs) both in the developing cortex.","[(37, 47, 'glial cell', 'CL')]"
PMC6501469,We also show that GDNF treatment of CNPs resulted in a marked increase in neuronal population and promoted morphological differentiation even in the presence of FGF2.,"[(74, 80, 'neuron', 'CL')]"
PMC6501469,Our data in vivo show that HN colocalizes with astrocyte markers and its expression decreases in the hippocampus of OVX rats.,"[(47, 56, 'astrocyte', 'CL')]"
PMC6501469,"Also, there is a positive correlation between the expression of HN and glial fibrillary acidic protein, suggesting that ovarian hormone loss promotes functional and morphological changes in astrocyes, which could affect astroglial support to neuronal function and may represent an underlying mechanism for synaptic dysfunction.","[(242, 248, 'neuron', 'CL')]"
PMC6501469,"In fact, we show that HN prevents synapse loss in cultured hippocampal neurons exposed to glutamate.","[(59, 77, 'hippocampal neuron', 'CL')]"
PMC6501469,"Also, our results in cultured astrocytes show that ovarian hormones positively regulate HN expression and release.","[(30, 39, 'astrocyte', 'CL')]"
PMC6501469,Environmental enrichment (EE) promotes neuronal protection through various mechanisms of action.,"[(39, 45, 'neuron', 'CL')]"
PMC6501469,"On the other hand, IHCs are the postsynaptic target of efferent cholinergic neurons from the brainstem.","[(64, 82, 'cholinergic neuron', 'CL')]"
PMC6501469,The CA3 region of the hippocampus was proposed to mediate this computation by the plastic enhancement of the recurrent collateral connections of CA3 neurons that were active during learning.,"[(149, 155, 'neuron', 'CL')]"
PMC6501469,Adult neurogenesis provides a continuous pool of new granule cells (GCs) that participate in information processing in the dentate gyrus of the hippocampus.,"[(53, 65, 'granule cell', 'CL')]"
PMC6501469,We chose two major populations of GABAergic interneurons (INs) of the hippocampus: parvalbumin expressing cells (PV) and somatostatin expressing cells (SST).,"[(44, 55, 'interneuron', 'CL')]"
PMC6501469,"We combined optogenetics and acute slice electrophysiology to activate PV or SST and GCs, retrovirally labeled, at different stages of maturation and studied their connectivity in both directions, interneuron to GCs, and vice versa.","[(197, 208, 'interneuron', 'CL')]"
PMC6501469,"Optic neuritis (ON) is a condition involving primary inflammation, demyelination, and axonal injury in the optic nerve which leads to retinal ganglion cell (RGC) loss and a decrease in pupil light reflex (PLR) and visual evoked potentials (VEPs).","[(134, 155, 'retinal ganglion cell', 'CL')]"
PMC6501469,"At 24 hr post-injection, e-GFP(+) cells (likely macrophages and neutrophils) were identify in LPS-injected optic nerves.","[(64, 74, 'neutrophil', 'CL'), (48, 58, 'macrophage', 'CL')]"
PMC6501469,These results indicate that BBB integrity loss and leukocyte recruitment play a key role in the visual damage induced by experimental ON.,"[(51, 60, 'leukocyte', 'CL')]"
PMC6501469,"Dendrite size and morphology are key determinants of the functional properties of neurons, and brain disorders are due primarily to structural abnormalities of dendrites and their connections.","[(82, 88, 'neuron', 'CL')]"
PMC6501469,"However, the physiological contribution of Lrig2 for neuronal development remains to be determined.","[(53, 59, 'neuron', 'CL')]"
PMC6501469,"Taking advantage of the post-natal expression of Lrig2 by hippocampal developing neurons, we used gain and loss of function assays to examine how altered Lrig2 expression impacts dendrite morphology and synapse formation in search for specific LRR proteins involved in neurodevelopmental disorders.","[(81, 87, 'neuron', 'CL')]"
PMC6501469,"Moreover, using an in utero model to evaluate neuronal cortical migration, neurons electroporated with a shRNA targeting c-Fos fail to migrate and are mostly visualized in the ventricular/subventricular zones.","[(46, 52, 'neuron', 'CL')]"
PMC6501469,"Since we found c-Fos strongly co-localizing with ER markers in neuronal processes, we examined if its lipid synthesis activator capacity is exerted in neurons by examining CDP-diacylglycerol synthase (CDS), previously described as one of the enzymes activated by c-Fos, and CTP:phosphocholine cytidylyltransferase-β2 (CCTβ2), that is responsible for CDP-choline formation in the brain.","[(63, 69, 'neuron', 'CL')]"
PMC6501469,"These results support our hypothesis that c-Fos plays a main role in neuronal differentiation, and this might be achieved through phospholipid synthesis regulation.","[(69, 75, 'neuron', 'CL')]"
PMC6501469,"It has been shown in hippocampal neurons that the axolemmal expansion occurs by the insertion of plasmmalemal precursor vesicles (PPVs) at the growth cone, a process regulated by IGF1.","[(21, 39, 'hippocampal neuron', 'CL')]"
PMC6501469,"In constrast, the effect of suppressing sec8 remains neuronal migration and polarity nonaffected.","[(53, 59, 'neuron', 'CL')]"
PMC6501469,"Finally, we took a microscopic sight of the brain with immunolabeled neurons and compared fixed caw and rat brains; activities that allowed children to discover the role of brain.","[(69, 75, 'neuron', 'CL')]"
PMC6501469,"In order to better understand the role of GluN2A in synapsis, we transduced mature neuronal cultures with AAV-eGFP vectors: one codifying a specific shRNA anti GluN2A, AAV-sh2A, and the other carrying a shRNA scramble as control, AAV-shSc.","[(83, 89, 'neuron', 'CL')]"
PMC6501469,Sphk1 and Sphk2 have been implicated in neuronal function and memory formation.,"[(40, 46, 'neuron', 'CL')]"
PMC6501469,"All these results suggest that defects of neuronal function during aging would be due, at least in part, to deficits in S1P signaling and endocytic defects mainly consequence of cholesterol accumulation in the endolisosomal compartment.","[(42, 48, 'neuron', 'CL')]"
PMC6501469,"To confirm that inhibition of T cells is necessary to the smooth occurrence of crawling, we analyzed the effect of exciting these neurons during the contraction phase and during the elongation phase.","[(30, 36, 'T cell', 'CL'), (130, 136, 'neuron', 'CL')]"
PMC6501469,The results show that activation of T cells interrupts the burst of the motoneuron that controls contraction but has no effect during elongation.,"[(36, 42, 'T cell', 'CL')]"
PMC6501469,We interpret that the circuit that controls crawling sends an efference copy to the sensory neurons to counteract the discharge caused by the mechanical forces exerted during contraction.,"[(84, 98, 'sensory neuron', 'CL')]"
PMC6501469,"The neuronal membrane glycoprotein M6a (Gpm6a) is a member of myelin proteolipid protein (PLP/DM20) family that functions in the processes of neuronal remodeling and plasticity, such as neurite outgrowth, filopodium formation, and synaptogenesis.","[(4, 10, 'neuron', 'CL')]"
PMC6501469,Overexpression of miR-124 in cultured hippocampal neurons leads to increased neuronal arborization as assessed by Sholl analysis and increases Gpm6a protein levels.,"[(50, 56, 'neuron', 'CL'), (38, 56, 'hippocampal neuron', 'CL')]"
PMC6501469,We are currently performing experiments in order to explore how neuronal architecture and function are affected by persistent activation of the fear-related response.,"[(64, 70, 'neuron', 'CL')]"
PMC6501469,"Insulin-like growth factor 1 (IGF-1) serves as a promoting factor for Purkinje cell postnatal survival and dendritic growth, and it stimulates repair mechanisms after hypoxic damage.","[(70, 83, 'Purkinje cell', 'CL')]"
PMC6501469,Its origin is unknown but its pathophysiological characteristic is the progressive degeneration of dopamine-releasing neurons (nDA) of the Substantia nigra pars compacta.,"[(118, 124, 'neuron', 'CL')]"
PMC6501469,"It still remains unclear how the timing of differentiation contributes to neuronal diversity, which are the properties of late-born neurons and how their identity is controlled.","[(74, 80, 'neuron', 'CL')]"
PMC6501469,We evaluated the function of neddylation on those targets performing molecular replacement strategies in primary neuronal cultures and in-utero electroporated mouse brains.,"[(113, 119, 'neuron', 'CL')]"
PMC6501469,"To assess the role of Gata3 in postnatal Raphe neurons, we generated inducible Gata3 conditional knockouts and found reduced expression of Pet1, Tph2, and Sert in the dorsal raphe nucleus.","[(47, 53, 'neuron', 'CL')]"
PMC6501469,"On the other hand, the deletion of Gata3 during advanced embryonic neuron maturation did not show altered expression of Pet1, Sert, and other genes related to serotonergic function.","[(67, 73, 'neuron', 'CL')]"
PMC6501469,"Having in mind that TREM2/TREM1 and DAP12 participate in the fine-tuning of the inflammatory response by controlling TLR/NFκB signaling in immunocompetent cells, we here studied the expression of these receptors and DAP12 intracellular adaptor in vivo after brain ischemia and in vitro in glial cell cultures exposed to oxygen-glucose deprivation for 6 hr.","[(289, 299, 'glial cell', 'CL')]"
PMC6501469,"Using an experimental model of brain ischemia in rats, we detected TREM2 and DAP12 expression in glial cells, with a peak between 3 and 7 DPI with a specific localization in the ischemic penumbra.","[(97, 107, 'glial cell', 'CL')]"
PMC6501469,"In vitro, we observed that OGD exposure increases TREM2 expression in astrocytes and microglia; reduces TREM1 in both cell types; while DAP12 expression is not significantly altered by OGD.","[(70, 79, 'astrocyte', 'CL')]"
PMC6501469,Our results show that ischemia or OGD induces the expression of TREM1 and TREM2 in microglia but also in a subpopulation of reactive astrocytes and the DAP12 adaptor is available to signal in these cells.,"[(133, 142, 'astrocyte', 'CL')]"
PMC6501469,"Tf has been reported to favor the proliferation and differentiation of different cell types, and previous studies by our group have shown apoTransferrin to particularly accelerate the differentiation of oligodendrocytes in vitro as well as in vivo (Paez et al., 2005).","[(203, 218, 'oligodendrocyte', 'CL')]"
PMC6501469,"For this purpose, we used two different systems: N2a cells, a neuroblastoma cell line which is frequently used to study the neuronal differentiation process, and primary cultures of cortical neurons.","[(124, 130, 'neuron', 'CL')]"
PMC6501469,"After examining the Tf–Tf receptor system in our models and verifying that both N2a and neurons are capable of internalizing Tf added to the culture medium, we assessed Tf effects on the degree of cell differentiation and whether these effects are linked to iron metabolism.","[(88, 94, 'neuron', 'CL')]"
PMC6501469,Neural precursor cells (NPCs) in the subgranular zone of the hippocampal dentate gyrus proliferate and differentiate into either glial cells or dentate granule cells.,"[(129, 139, 'glial cell', 'CL')]"
PMC6501469,"Alpha-melanocyte-stimulating hormone (a-MSH) improves learning and memory, neuronal survival and plasticity in models of neuroinflammation, brain ischemia and Alzheimer’s disease and is a mitogen for adult rat subventricular zone neural stem cells.","[(75, 81, 'neuron', 'CL')]"
PMC6501469,"In turn, there is a decrease in the expression of neuroblast marker DCX and in the proportion of NS-1+ cells (oligodendrocytes) as well as GFAP+/Ki-67-cells (putative astrocytes or quiescent type 1 precursors).","[(167, 176, 'astrocyte', 'CL'), (50, 60, 'neuroblast', 'CL'), (110, 125, 'oligodendrocyte', 'CL')]"
PMC6501469,"This research project analyzes the protective effect of oligodendrocytes (OLs) against glutamate (Glu) overload, focusing on their critical role as white matter modulators of extracellular glutamate.","[(56, 71, 'oligodendrocyte', 'CL')]"
PMC6501469,Our group has previously demonstrated that mAb-mediated crosslinking/activation of MAG triggers a phosphoinositides/PKC-dependent intracellular signaling which results in reduced oxidative stress and protection of OLs and nearby neurons against Glu overload.,"[(229, 235, 'neuron', 'CL')]"
PMC6501469,"We propose multiple approaches in order to characterize such pathways and to assess therapeutic effects: OL-enriched primary culture, cerebellar organotypic culture, myelinating oligodendrocyte-neuronal co-culture, gene expression analysis using RNA-seq and animal models of the human diseases such as multiple sclerosis and stroke.","[(194, 200, 'neuron', 'CL'), (178, 193, 'oligodendrocyte', 'CL')]"
PMC6501469,Future experiments in PFC neurons will illuminate the physiological impact of these results.,"[(26, 32, 'neuron', 'CL')]"
PMC6501469,It is proposed that damage proteins released by dying neurons acting on TLR/NFκB pathway could be involved in the reactive gliosis propagation.,"[(54, 60, 'neuron', 'CL')]"
PMC6501469,These results show that reactive gliosis propagation is a complex phenomenon that involves both astrocytes and microglia and that absence of TLR2 or TLR4 does not preclude reactive gliosis propagation but affects it.,"[(96, 105, 'astrocyte', 'CL')]"
PMC6501469,"However, the precise contribution of αS aggregates to neuronal impairment and death is not well understood.","[(54, 60, 'neuron', 'CL')]"
PMC6501469,The purpose of the present study was to characterize (by immunohistochemistry) the localization of IgG in neurons and their role in microglia activation.,"[(106, 112, 'neuron', 'CL')]"
PMC6501469,Our results demonstrated significant IgG immunoreactivity in interneurons from dorsal and ventral spinal cord areas and motoneurons.,"[(61, 72, 'interneuron', 'CL')]"
PMC6501469,"Furthermore, after applying ALS sera, the number of ventral neurons was significantly decreased.","[(60, 66, 'neuron', 'CL')]"
PMC6501469,"On the contrary, while no changes in the number of microglia were observed, analysis of morphological parameters of microglial cells showed branche length to be significantly decreased following ALS serum incubation.","[(116, 131, 'microglial cell', 'CL')]"
PMC6501469,"Also, we found decreased mGlu3R levels (p < .01) and increased mGlu3Δ4R/mGlu3R ratio (p < .05) in cultured astrocytes and neurons exposed to Aβ.","[(107, 116, 'astrocyte', 'CL')]"
PMC6501469,"On the other hand, sAPPα increases Aβ uptake in cultured astrocytes in a SRA-dependent manner.","[(57, 66, 'astrocyte', 'CL')]"
PMC6501469,"In conclusion, altered mGlu3Δ4R/mGlu3R ratio could constitute a novel early biomarker for AD and could lead to reduced sAPPα production by astrocytes and then to deficient Aβ elimination.","[(139, 148, 'astrocyte', 'CL')]"
PMC6501469,"Thus, we propose that altered synaptic activity in old neurons is promoted in part by cholesterol loss and leads to the formation of a transcriptional repressive structure at the promoter of memory genes.","[(55, 61, 'neuron', 'CL')]"
PMC6501469,A key question in developmental neurobiology is understanding how axons and dendrites from different neuronal populations develop to generate specific patterns of neuronal connectivity.,"[(101, 107, 'neuron', 'CL')]"
PMC6501469,Expression of rat α9 and α10 nAChR subunits in Xenopus laevis oocytes yields functional α9 and α9α10 receptors but not α10 homomeric nAChRs.,"[(62, 68, 'oocyte', 'CL')]"
PMC6501469,"In order to determine the structural determinants responsible for these differences, we generated chimeric subunits, expressed them in Xenopus oocytes, and performed electrophysiological recordings under two electrode voltage clamps.","[(143, 149, 'oocyte', 'CL')]"
PMC6501469,"However, the effects of pBDNF Val and Met for longer administrations periods, and in different stages of neuronal development, remain yet unknown.","[(105, 111, 'neuron', 'CL')]"
PMC6501469,"Thus, we studied the effects of both polymorphic variants of pBDNF on hippocampal neurons in culture at different stages of differentiation.","[(70, 88, 'hippocampal neuron', 'CL')]"
PMC6501469,"On the other hand, in mature neurons, pBDNF Val and Met were able to significantly reduce the density of synaptic contacts.","[(29, 35, 'neuron', 'CL')]"
PMC6501469,This is the first study to describe an effect of the Val variant of pBDNF (present in 75% of human population) on neuronal structure using a physiologically relevant dose.,"[(114, 120, 'neuron', 'CL')]"
PMC6501469,"Adult neural progenitor cells (NPCs) from the subventricular zone (SVZ) can differentiate into oligodendrocytes, a key aspect during the remyelination process following a demyelinating event.","[(95, 110, 'oligodendrocyte', 'CL')]"
PMC6501469,We have demonstrated that TGFβ induces oligodendrocyte precursors cell (OPCs) proliferation through an increase in Jagged1 expression in astrocytes and oligodendrocyte maturation by direct action on OPCs.,"[(39, 54, 'oligodendrocyte', 'CL'), (137, 146, 'astrocyte', 'CL')]"
PMC6501469,AD involves progressive lost in cognitive functions due to neuronal death in hippocampus and other related areas.,"[(59, 65, 'neuron', 'CL')]"
PMC6501469,"Although it has been shown that neither Aβ peptides nor amyloid plaques were directly responsible for synaptic failures and neuronal death, it was suggested that soluble Aβ aggregates (from 4 to 50 monomers), the Aβ oligomers (AβOs), were the main toxins at early steps of this pathology.","[(124, 130, 'neuron', 'CL')]"
PMC6501469,"Previous work demonstrated that ID oligodendrocytes (OL) were mostly found in an immature stage, failing to attain complexity and a more mature morphology.","[(35, 50, 'oligodendrocyte', 'CL')]"
PMC6501469,"To further describe ID effects, we explore the hypothesis that low iron availability constrains OL maturation by impairing glial cell metabolic pathways.","[(123, 133, 'glial cell', 'CL')]"
PMC6501469,"We have detected that the neuronal Pomc enhancer 1 (nPE1) contains two canonical STAT3 binding motifs (5′-TTCCNGGAA-3′), which are highly conserved in mammals.","[(26, 32, 'neuron', 'CL')]"
PMC6501469,"It has been demonstrated that the Met variant of the BDNF prodomain affects hippocampal neuron structure, but its effects on DA neurons remain to be studied.","[(76, 94, 'hippocampal neuron', 'CL'), (88, 94, 'neuron', 'CL')]"
PMC6501469,We hypothesized that the Met variant of the BDNF prodomain affects DA neuron structure and function.,"[(70, 76, 'neuron', 'CL')]"
PMC6501469,"Moreover, mesencephalic DA neurons cultured from BDNF Met/Met knock-in mice displayed shorter processes as compared to the Val/Val littermates.","[(27, 33, 'neuron', 'CL')]"
PMC6501469,"The effects of antidepressant drugs on different endophenotypes were analyzed on this mouse line at different levels, including adult neurogenesis, glial activation, depression-like behavior, and spine density of principal neurons of the hippocampus.","[(223, 229, 'neuron', 'CL')]"
PMC6501469,"Immunohistochemistry in the stratum radiatum (SR) of the hippocampus revealed that neurons, astrocytes, and microglial cells were affected by STZ, and MSC therapy reversed the observed changes in neurons, microglial cells, and in the volume of the SR, previously atrophied by the STZ.","[(108, 123, 'microglial cell', 'CL'), (83, 89, 'neuron', 'CL'), (92, 101, 'astrocyte', 'CL')]"
PMC6501469,"To further analyze the effect of gly on neuronal connectivity, we used hippocampal cultured neurons to study the maturation of dendrite arbors in 17 days in vitro (DIV) control and treated neurons.","[(40, 46, 'neuron', 'CL')]"
PMC6501469,"In conclusion, these findings suggest that gly exposure alters neuronal connectivity both in vivo and in vitro impairing complex cognitive behavior.","[(63, 69, 'neuron', 'CL')]"
PMC6501469,"Among others, these events include actin and microtubules cytoskeleton assembly and the addition of membrane in neuron specialized regions.","[(112, 118, 'neuron', 'CL')]"
PMC6501469,Our results reveal that the expression of RhoD active mutant in hippocampal neurons induces the generation of multiple axons and increase neuritic outgrowth and complexity.,"[(64, 82, 'hippocampal neuron', 'CL')]"
PMC6501469,These results suggest that RhoD plays an important role during neuronal differentiation and neuritic outgrowth.,"[(63, 69, 'neuron', 'CL')]"
PMC6501469,"The injury model consisted on sensory neuron explants sections with a scalpel blade, producing axonal degeneration in the distal portion of the sectioned axons.","[(30, 44, 'sensory neuron', 'CL')]"
PMC6501469,"Albeit Ang II-induced neuritogenesis in primary sensory neurons has been offered as an explanation, the underlying mechanisms remain unknown.","[(48, 62, 'sensory neuron', 'CL')]"
PMC6501469,"Our previous work showed that AT2R expressing neurons were C and A-δ nociceptors and that its expression increased in small neurons at CFA1, whereas at CFA4 increased only in medium neurons.","[(46, 52, 'neuron', 'CL')]"
PMC6501469,"PEDF has been shown to be cytoprotective on the R28 retinal progenitor cell line, but its effects on retinal neurons remain largely unknown.","[(109, 115, 'neuron', 'CL')]"
PMC6501469,"It also implies that PEDF plays different roles in neuronal differentiation, promoting the polarization and differentiation of photoreceptors and stimulating axonal outgrowth in amacrine neurons through the activation of its membrane receptor.","[(51, 57, 'neuron', 'CL')]"
PMC6501469,GABAA receptor (GABAAR) activation exerts trophic actions in immature neurons through depolarization of resting membrane potential gating the opening of voltage-dependent calcium channels.,"[(70, 76, 'neuron', 'CL')]"
PMC6501469,"Considering these, in this work we evaluated the GABAAR-mediated Ca2+ entry in cultured neurons segregated by gonadal type.","[(88, 94, 'neuron', 'CL')]"
PMC6501469,"To measure calcium signals, neurons were loaded with the calcium indicator Cal-520, followed by a time-lapse recording on live cells using a spinning disk microscope.","[(28, 34, 'neuron', 'CL')]"
PMC6501469,Our results show that there are more male than female neurons responding to GABAAR stimulation.,"[(54, 60, 'neuron', 'CL')]"
PMC6501469,"Additionally, almost 50% of male neurons did not recover basal calcium level after stimulation, in contrast to only 20% observed in females.","[(33, 39, 'neuron', 'CL')]"
PMC6501469,"Although its neurotoxic mechanism is still unknown, CPZ has been shown to produce astrogliosis, microglial activation, and loss of oligodendrocytes throughout the brain resulting in demyelination and neurotoxicity.","[(131, 146, 'oligodendrocyte', 'CL')]"
PMC6501469,Neural stem and progenitor cells (NSC/NPC) are able to generate all neural cell types and can be cultured as neurospheres (NS).,"[(68, 79, 'neural cell', 'CL')]"
PMC6501469,"NS can be maintained in a proliferative and undifferentiated state or alternatively be forced to differentiate into neurons, astrocytes or oligodendrocytes.","[(125, 134, 'astrocyte', 'CL'), (116, 122, 'neuron', 'CL')]"
PMC6501469,"Treatment of dissociated NS during differentiation did not change mature oligodendrocyte, astrocyte or neuron proportions.","[(90, 99, 'astrocyte', 'CL'), (73, 88, 'oligodendrocyte', 'CL')]"
PMC6501469,The detection of oligodendroglial precursor cells in these conditions suggests that CPZ has a deleterious effect on mature oligodendrocyte cells without affecting their precursors.,"[(123, 138, 'oligodendrocyte', 'CL')]"
PMC6501469,"We have previously showed that GHSR decreases CaV1 and CaV2 current in neurons, and that this inhibition impacts neurotransmission in areas where GHSR is physiologically relevant: the hypothalamus and the hippocampus.","[(71, 77, 'neuron', 'CL')]"
PMC6501469,We performed whole cell patch clamp on hypothalamic neuronal primary cultures and found that ghrelin inhibits CaV3 currents.,"[(52, 58, 'neuron', 'CL')]"
PMC6501469,The establishment of neuronal polarity and the development of axon and dendrites are essential for the formation of neuronal circuits.,"[(21, 27, 'neuron', 'CL')]"
PMC6501469,"Wnt factors are secreted proteins functioning as neuronal modulators since are involved in neuronal differentiation, maturation and synapses.","[(49, 55, 'neuron', 'CL')]"
PMC6501469,Our findings showed that neuronal differentiation is altered after Wnt7b stimulation.,"[(25, 31, 'neuron', 'CL')]"
PMC6501469,"Surprisingly, the function of Wn7b on neuronal differentiation did not seem to be mediated by Fz7 receptor, since the expression of Fz7 did not affect axonal growth.","[(38, 44, 'neuron', 'CL')]"
PMC6501469,"Also, we found that Wnt7b effect was blocked when neurons were cultured in the presence of SFRP1 (the antagonist of Wnt), suggesting the specificity of Wnt effect on axonal growth.","[(50, 56, 'neuron', 'CL')]"
PMC6501469,"TG mice showed significant increases in total % Iba1+ area, microglial cell number and Iba+ cells with activated morphology (larger somatic area) in SSC and CA1 region compared to controls.","[(60, 75, 'microglial cell', 'CL')]"
PMC6501469,Parkinson’s disease (PD) is a neurodegenerative disorder characterized by the progressive loss of dopaminergic neurons of the substantia nigra.,"[(98, 117, 'dopaminergic neuron', 'CL')]"
PMC6501469,The development of the complex structure of the mammalian neocortex requires the proper migration of developing neurons from the ventricular zone containing neural progenitors to the cortical plate.,"[(112, 118, 'neuron', 'CL')]"
PMC6501469,"With the following project, we propose to study how Rab21 regulates sorting, traffic and endocytosis of adhesion proteins such as amyloid beta precursor protein (APP) and N-cadherin and elucidating its function in neuronal migration and the development of the cerebral cortex.","[(214, 220, 'neuron', 'CL')]"
PMC6501469,"Three early signals of asymmetry have been described to occur in a single neurite of neurons in culture at Stage 2 of differentiation and shown to be essential for neuronal polarization: (a) accumulation of stable microtubules, (b) enrichment of the plasma membrane with activatable IGF-1r, and (c) polarized transport of the microtubular motor KIF5C.","[(85, 91, 'neuron', 'CL')]"
PMC6501469,We have demonstrated that silencing of KIF5C expression prevents the polarized insertion of IGF-1r into the neuronal plasmalemma and neuronal polarization.,"[(108, 114, 'neuron', 'CL')]"
PMC6501469,Further investigation will be necessary to study the regulation of dynamic changes in neuronal polarity during cortical neurons migration.,"[(86, 92, 'neuron', 'CL')]"
PMC6501469,"Stem cells that express glial fibrilary acidic protein (GFAP) generate transit amplifying progenitors that divide to produce neuroblasts, which in turn migrate to the olfactory bulb via the rostral migratory stream, mature, and integrate to the local circuit as granule and periglomerular neurons.","[(125, 135, 'neuroblast', 'CL')]"
PMC6501469,"Outside this neurogenic niche, neurogenesis of pyriform cortex pyramidal neurons has been shown to occur in the adult stage and involve progenitors expressing the oligodendrocyte marker proteolipid protein (PLP).","[(163, 178, 'oligodendrocyte', 'CL')]"
PMC6501469,We used a tamoxifen-inducible PLP-Cre mouse line crossed with a Cre-reporter line (LSL-tdTomato) to label PLP-expressing cells and looked for labeled olfactory bulb interneurons at an early (1 week) and late (1 month) time points after induction.,"[(165, 176, 'interneuron', 'CL')]"
PMC6501469,We found tdTomato-labeled spiny cells with a morphology compatible with olfactory bulb granule cells at the late but not at the early time point.,"[(87, 99, 'granule cell', 'CL')]"
PMC6501469,We will: (a) test whether tdTomato-labeled cells at the late time point express characteristic markers of olfactory granule cells and (b) address whether tdTomato-labeled cells at the early time point are found in the subventricular zone and rostral migratory stream co-expressing markers characteristic of transit amplifying progenitors and neuroblasts of the olfactory bulb neuronal lineage.,"[(116, 128, 'granule cell', 'CL'), (342, 352, 'neuroblast', 'CL')]"
PMC6501469,"The majority of DRG neurons, have a small-diameter soma, express the neurotrophin receptor TrkA during embryonic development, and project unmyelinated fibers to innervate the epidermis, depending on target-derived nerve growth factor (NGF).","[(20, 26, 'neuron', 'CL')]"
PMC6501469,Previous studies of our group showed that Etv4 and Etv5 are expressed by developing TrkA DRG neurons and are induced by peripheral NGF.,"[(93, 99, 'neuron', 'CL')]"
PMC6501469,These results lead us to study TrkA sensory neuron population in the DRG in vivo and the target tissue innervation of peptidergic neurons.,"[(36, 50, 'sensory neuron', 'CL')]"
PMC6501469,"Demyelination in the CNS is a pathological process resulting from an insult on oligodendrocytes, while remyelination is a repair process by which oligodendroglial precursor cells restore myelin sheaths.","[(79, 94, 'oligodendrocyte', 'CL')]"
PMC6501469,These results support our hypothesis that c-Fos plays a main role in neuronal differentiation and this might be achieved through phospholipid synthesis regulation.,"[(69, 75, 'neuron', 'CL')]"
PMC6501469,"It functions in the processes of neuronal development, and its overexpression leads to the extensive formation of filopodia.","[(33, 39, 'neuron', 'CL')]"
PMC6501469,"HS animals showed neuronal alterations with NeuN relocalization to the cytoplasm, moderate reactive gliosis with an atypical astrocytes distribution in the pyriform cortex and other brain structures.","[(125, 134, 'astrocyte', 'CL')]"
PMC6501469,Ceramide (Cer) has been proposed as a messenger in photoreceptor cell death in the retina.,"[(51, 69, 'photoreceptor cell', 'CL')]"
PMC6501469,"Treating pure retina neuronal cultures with 10 µM C2-Cer for 6 hr selectively induced photoreceptor death, decreasing mitochondrial membrane potential and increasing the formation of reactive oxygen species.","[(21, 27, 'neuron', 'CL')]"
PMC6501469,"Several events are necessary for proper neuronal development, such as cytoskeletal dynamics and endosomal trafficking.","[(40, 46, 'neuron', 'CL')]"
PMC6501469,"Moreover, it has been shown that TGFβ signaling specifies axon during neuronal development; however, SARA participation in this signaling pathway during the developmental process remains unknown.","[(70, 76, 'neuron', 'CL')]"
PMC6501469,"Preliminary results in hippocampal neurons, through FRET Acceptor Photobleaching showed interaction between SARA and the TGFβ receptor.","[(23, 41, 'hippocampal neuron', 'CL')]"
PMC6501469,"Also, performing loss and gain of function experiments, SARA suppression (through shRNA expression) generates both greater axonal growth and loss of axonal specification since neurons have more than one axon compared with the control.","[(176, 182, 'neuron', 'CL')]"
PMC6501469,"These results suggest that SARA participates in TGFβ pathway in neurons through the negative regulation, which seems to be a requirement for the correct neuronal development.","[(64, 70, 'neuron', 'CL')]"
PMC6501469,"In the developing auditory system, SEA originates in the cochlea and is key for neuronal survival, maturation of auditory neurons, and refinement of tonotopic maps.","[(80, 86, 'neuron', 'CL')]"
PMC6501469,"It consists of clusters of mechanosensory hair cells, called neuromasts, which are innervated by afferent and efferent neurons and surrounded by non-sensory supporting cells.","[(34, 51, 'sensory hair cell', 'CL')]"
PMC6501469,"ASIC1 is the most abundant ASIC subunit in the mammalian CNS, permeate sodium and slightly calcium ions, and could contribute to intracellular calcium levels and neuronal injury in pathological conditions.","[(162, 168, 'neuron', 'CL')]"
PMC6501469,Pharmacological inhibition of TAG synthesis turned the neurons more vulnerable to the presence of WT α-syn.,"[(55, 61, 'neuron', 'CL')]"
PMC6501469,"In conclusion, α-syn modulates neuronal lipid biology together with the loss of NF as part of a neuroprotective strategy.","[(31, 37, 'neuron', 'CL')]"
PMC6501469,"In an experimental model of TLE, we have previously shown that neurodegeneration, reactive gliosis and macrophages brain infiltration occur during the LP and that early interventions limiting glial and immune activation during the LP increase epileptic threshold during the chronic phase (Rossi et al., 2013, 2017).","[(103, 113, 'macrophage', 'CL')]"
PMC6501469,Histological analysis of spleen sections showed increased cell density in the spleen white pulp and brain sections presented increased abundance of CD4+ lymphocytes in the choroid plexus as well as CD4+infiltrating cells in brain parenchyma.,"[(153, 163, 'lymphocyte', 'CL')]"
PMC6501469,"Both demethylases are implicated in regulation of transcription during neuronal growth and differentiation, being possible to hypothesize that they may contribute to generate sex differences in brain since they are encoded by X-linked genes and escape X-chromosome inactivation.","[(71, 77, 'neuron', 'CL')]"
