pmid_or_ft_id,ann_type,partial_match_count,total_ml_count,total_dict_count,ml_not_in_dict_count,dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
10534201,gene_protein,1,4,1,3,0,"nitric oxide
(no) synthase; nos; ach receptors",,nitric oxide synthase
10534201,go_term,2,3,4,1,2,lumen,deaths; transport,degradation; vasodilation
10534201,disease,6,13,5,8,0,"lung
injury; vascular dysfunction; pe; endothelial vascular dysfunction; cvd; endothelial
dysfunction; cerebrovascular
dysfunction; vascular
dysfunction",,"endothelial dysfunction; cerebrovascular disease; cardiovascular disease; lung disease; endothelial
dysfunction; emphysema"
10534201,organism,9,12,5,7,0,c57bl/6 mice; e-cig; e; tobacco; animal; c57bl/6j mice; e-cigs,,c57bl/6 mice; human; mice; e; rats; animal; c57bl/6j mice; humans; animals
10473829,disease,7,9,5,5,1,bppv; cupulolithiasis; spinning vertigo; true spinning vertigo; vestibular migraine,migraine,benign paroxysmal positional vertigo; positional nystagmus; spinning vertigo; vertigo; true spinning vertigo; nystagmus; vestibular migraine
10473829,chemical,1,1,1,0,0,,,calcium carbonate
10473829,gene_protein,0,0,1,0,1,,bppv,
10473829,go_term,2,2,2,0,0,,,vision; hearing
11250753,gene_protein,1,1,1,0,0,,,urease
11250753,exp_methods,4,6,4,3,1,nmr; -; photoelectron,infrared spectroscopy,-; scanning electron microscopy; x-ray; transmission electron microscopy
11250753,chemical,15,16,17,2,3,metal; electrons,metal atoms; nafion; atoms,carbon dioxide; carbon; nitrogen; alkali metal cations; nitrate; zinc; water; cation; diacetyl; metal; metals; ethanol; hydrogen; urea; ammonia
11250753,go_term,4,5,5,2,2,binding; syntheses,electrons transfer; behaviors,membrane; electron transfer; synthesis; syntheses
11324107,disease,12,19,15,10,6,hurricane katrina; post traumatic stress disorder; physical illnesses; -19; psychiatric conditions; psychological distress; assaults; covid-19; assault; ptsd,sexual assaults; negative thoughts; sexual assault; traumas; mental disorders; trauma,acute stress disorder; posttraumatic stress disorder; post traumatic stress disorder; depression; psychiatric problems; mental health disorders; assaults; assault; substance use disorder; cardiovascular diseases; psychiatric disorder; anxiety
11324107,organism,1,1,1,0,0,,,human
11324107,go_term,1,1,2,0,1,,deaths,death
ppr791882,disease,12,18,10,11,3,-19; functional bowel disorder; functional bowel disorders; ed; ibs; fecal incontinence; ibs-; gastrointestinal (; covid-19; constipation; diarrhoea,functional diarrhoea; functional constipation; constipation-predominant irritable bowel syndrome,depression; gastrointestinal disorders; irritable bowel syndrome; bowel dysfunction; ed; fecal incontinence; gastrointestinal (; constipation; diarrhoea; faecal incontinence; diarrheal disease; anxiety
ppr791882,chemical,0,0,1,0,1,,singular,
ppr791882,organism,0,1,0,1,0,microbiota,,
ppr791882,go_term,1,2,5,1,4,translational,defecation; breakdown; learning; breakdowns,sleep
11308213,disease,13,13,11,5,3,acute liver injury; hepatitis a; digestive and kidney diseases; autoimmune hepatitis; he,hepatitis; kidney diseases; ischemia,acute liver injury; diabetes; hepatic encephalopathy; end-stage liver disease; acute liver failure; chronic liver diseases; hepatitis a; digestive and kidney diseases; coma; liver disease; autoimmune hepatitis; he; coagulopathy
11308213,chemical,2,2,4,1,3,n-acetylcysteine,bilirubin; acetylcysteine;  pros,n-acetylcysteine; acetaminophen
11308213,organism,0,0,2,0,2,,animals; humans,
11308213,go_term,1,1,1,0,0,,,death
11313277,gene_protein,43,77,41,42,6,18 kda translocator protein; nf-îºb; pro-inflammatory cytokines; pid syndecan 1; 5-reductase; hormones; ap-1; tau; cytochrome c; transcription factor; probdnf; fra2; amine ligand-binding; e3; app; eukarytoic inititation factor 2 alpha; aerobic respiration i; fra1; beta; neurotrophic factors; beta-site amyloid precursor protein cleaving enzyme; cytokine; c-myc; tgf-beta; nuclear factor-îºb; mbdnf; apolipoprotein îµ 4; tumor necrosis factor-î±; monokine; amyloid precursor protein; aî²; (ifn) î³; amyloid-î²; apoe4; beta-site amyloid precursor protein; ca2; ps1; î²-secretase; triggering receptors; il4; insulin; ovarian hormone,ifn; eif2î±; apoe; apo; translocator protein; tumor necrosis factor,trem2; ifn-î³; tnf; 18 kda translocator protein; pid syndecan 1; il-1î²; ap1; interleukin-4; nos2; tspo; presenilin-1; il-22; fra1; psen1; tnf-î±; ps-2; interleukin-10; bace1; mig; transthyretin; apolipoprotein îµ 4; tumor necrosis factor-î±; thy1; bridging integrator 1; toll-like receptor 2; ceacam16; (ifn) î³; apoe4; il-10; il-17a; estrogen receptors; ps1; mip-1î±; ps-1; ttr; cd14; bin1; mcp-1; sp1; il-6; il-13; interferon; syndecan-1
11313277,chemical,19,27,22,12,7,17î²-estradiol; acetate; amino acid; -; medroxyprogesterone; -estradiol; hormones; estrogens; oxygen; estrogen; fatty acid; androgen,abate; medroxyprogesterone acetate; ca2+; insulin; apolipoprotein; positron; cu2+,acetate; lipopolysaccharide; testosterone; -estradiol; cholesterol; estradiol; 17î²-estradiol; triglyceride; progesterone; lipid; peptides; nitric oxide; peptide; formic acid; medroxyprogesterone; glucose; water; dihydrotestosterone; docosahexaenoic acid
11313277,go_term,21,24,30,6,12,synapses; synaptosomes; microglial activation; neurofibrillary; lumen; behavioral,deaths; memory; glucose metabolism; intracellular; behavior; exploratory behavior; cytokine production; behaviors; learning; neurofibrillary tangles; excitatory synapses; conditioned taste aversion,cognition; chromosome; extracellular; degradation; gene expression; synapses; synapse; pathogenesis; menopause; micropinocytosis; death; aging; chromosomes; secretions; neurofibrillary; metabolism; behavioral; parturition; immune response; mitochondria; phagocytosis
11313277,disease,25,30,19,12,1,s disease; hippocampal atrophy; ad dementia; synaptopathy; impairment; ftld; amyloid; familial tauopathy; insulin intolerance; ad; alzheimer; deficits,atrophy,cognitive deficits; cognitive decline; cognitive dysfunction; amyloid angiopathy; dyskinesia; hippocampal atrophy; ad dementia; urinary incontinence; amyloid; familial tauopathy; tauopathy; cerebral amyloid angiopathy; s disease; impairment; age-related cognitive decline; cardiovascular disease; delirium; deficits; depression; neurodegenerative diseases; prostate cancer; dementia; mild cognitive impairment; malnutrition; anxiety
11313277,exp_methods,2,3,4,1,2,positron-emission,hormone replacement therapy; transgenic,rna-seq; rnaseq
11313277,organism,10,15,8,8,1,men; women; bacteria; microorganisms; animal; ps-1 mice; rodent; microbes,transgenic mice,human; mouse; microbiota; mice; rodents; rats; animal; ps-1 mice; rodent; animals
11324816,chemical,9,10,12,2,4,statin; lipoprotein,insulin; lipids; amin; low-density lipoprotein,cholesterol; triglyceride; triglycerides; metformin; lipid; mifepristone; fenofibrate; glucose; lipoprotein
11324816,gene_protein,2,2,3,0,1,,hemoglobin,vegf; peroxisome proliferator-activated receptor alpha
11324816,go_term,1,1,1,0,0,,,vision
11324816,disease,33,36,28,10,2,pseudophakic cystoid macular edema; type 1 dm; insulin resistance; microvascular diseases; diabetes mellitus; maturity-onset diabetes; pdr; type 2 dm; metabolic syndrome; monogenic diabetes,cystoid macular edema; maturity-onset diabetes of the young,prediabetes; nonproliferative diabetic retinopathy; type 2 diabetes; microvascular diseases; type 1 diabetes; hyperglycemia; stroke; systemic disease; hypertension; exudative age-related macular degeneration; uveitis; maturity-onset diabetes; diabetic macular edema; type 2 dm; retinitis pigmentosa; diabetes; obesity; pseudophakic cystoid macular edema; retinal vein occlusion; dyslipidemia; diabetes mellitus; proliferative diabetic retinopathy; cardiovascular disease; central obesity; macrovascular diseases; retinal edema; pars planitis; polycystic ovarian syndrome; type 1 dm; macular edema; hyperlipidemia; monogenic diabetes; diabetic retinopathy
11324816,organism,1,1,2,0,1,,human,man
11305039,disease,15,20,7,14,1,mediastinal b-cell lymphoma; -rich large b-cell lymphoma; diffuse large b-cell lymphoma; non-hodgkin lymphomas; large b-cell lymphoma; immune effector cell-associated neurotoxicity syndrome; primary; follicular lymphoma; dlbcl; pd; icans; central nervous system lymphoma; aggressive large b-cell lymphoma; cell-associated neurotoxicity,primary central nervous system lymphoma,mediastinal b-cell lymphoma; progressive disease; -rich large b-cell lymphoma; diffuse large b-cell lymphoma; non-hodgkin lymphomas; large b-cell lymphoma; primary; lymphoma; follicular lymphoma; central nervous system lymphoma; cytokine release syndrome; tumor; graft-versus-host disease; aggressive large b-cell lymphoma; marginal zone lymphoma
11305039,chemical,5,8,6,4,2,siltuximab; steroids; fluoro; tocilizumab,lactate; positron,deoxyglucose; dexamethasone; corticosteroids; creatinine; steroids
11305039,gene_protein,4,11,5,7,1,il-1; crp; il-6 receptor; il-6; chimeric antigen receptor; nos; lactate dehydrogenase,ferritin,ldh; il6r; c-reactive protein; cd19
11305039,go_term,2,3,4,1,2,organization,deaths; cell-associated,cell proliferation; death
11348114,gene_protein,0,1,0,1,0,art1,,
11348114,chemical,13,15,16,3,4,microspheres; gold nanorods; gold,psi; nanorod; nanorods; epoxy,silicone; polyethylene terephthalate; pluronic; nitrogen; polyethylene glycol; gold nanorods; polyimide; trypan blue; water; silver; copper; polypropylene; ethanol
11348114,go_term,7,7,13,2,8,behavioral; pigmentation,eye pigmentation; yolk; chorion; yolks; behavior; breakdown; chorions; swimming,bioluminescence; pigmentation; hatching; fertilization; membranes; vision; behavioral
11348114,exp_methods,0,1,1,1,1,microinjection,grip,
11348114,organism,13,21,10,12,1,superorganisms; black buffalo beetles; shrimp; organisms; coral; bacteria; microorganisms; beetle; brine shrimp; fungi; dinoflagellate; ant,black buffalo,black buffalo beetles; beetles; insects; zebrafish; human; artemia franciscana; mice; beetle; turtles; dinoflagellates; dinoflagellate; fruit fly; ant
10330426,disease,13,17,13,6,2,opioid use disorder; illness; sleep; insomnia; cannabis use disorder; demoralization,physical illness; cannabis use,depression; illness; addiction; substance use disorders; psychiatric disorders; substance use; mood disorder; cannabis use disorder; substance use disorder; major depressive disorder; cancer; anhedonia; anxiety
10330426,chemical,7,9,7,2,0,alcohol; opioids,,methadone; heroin; methamphetamines; cocaine; methamphetamine; benzodiazepine; benzodiazepines
10330426,organism,1,3,1,2,0,women; men,,human
10330426,go_term,2,2,2,1,1,behavioral,behaviors,sleep; behavioral
11255974,disease,3,4,3,1,0,pruritus,,skin disease; eczema; atopic dermatitis
11255974,chemical,2,9,2,7,0,abrocitinib; lebrikizumab; vitamin d; upadacitinib; baricitinib; histidine; dupilumab,,corticosteroids; methotrexate
11255974,gene_protein,1,2,1,1,0,antibody,,interleukin-13
11255974,go_term,1,1,1,0,0,,,synthesis
11255612,gene_protein,1,1,2,0,1,,agat,dnasei
11255612,chemical,3,3,2,1,0,nucleotide,,nucleotide; nucleotides; nitrogen
11255612,go_term,5,7,6,3,2,determination; organization; mitochondrial,translation; sex determination,chromosome; autosomes; chromosomes; chromatin; determination
11255612,exp_methods,4,5,6,1,2,assays,hi-c; inversions,rnaseq; dissection; electrophoresis; pcr
11255612,organism,13,16,12,6,2,butterfly; transposons; bears; hipparchia sbordonii; maniola hyperantus; h. sbordonii,maniola; grayling,butterfly; satyrinae; maniola jurtina; hipparchia semele; hipparchia sbordonii; nymphalidae; m. jurtina; hipparchia; pararge aegeria; maniola hyperantus; butterflies; h. semele; lepidoptera
11287892,chemical,31,38,39,17,18,ions; citrate; fluoride; acetate; myristate; phenylmethanesulfonyl; aurintricarboxylic acid; phorbol; sodium; peroxide; coomassie brilliant blue; metal ions; acd-b; histidine; osmium tetroxide; hydrogen; divalent metal ions,formalin; hydrogen peroxide; osmium; brilliant blue; alexa fluor 555; hoechst 33342; mg2+; alexa fluor 594; sodium citrate; ca2+; mercaptoethanol; sodium acetate; histone; co2+; phorbol-12-myristate-13-acetate; histones; histidine residue; electron,acetate; bicarbonate; sodium phosphate; peroxide; coomassie brilliant blue; hydrogen; streptomycin; tween 20; sodium; perchloric acid; peptides; paraformaldehyde; triton; citrate; phenol red; glycerol; nitrocellulose; penicillin; peptide; phorbol; acetonitrile; water; glutaraldehyde; agarose; formaldehyde; myristate; ethidium bromide; hematoxylin; ammonium; histidine; osmium tetroxide
11287892,gene_protein,41,54,35,26,7,albumin; phenylalanine hydroxylase; rhoh; cd11b; et; ata; hydrophobic protein; protease; p43; cytokine; phosphodiesterase i; cysteine protease; proteases; serine protease; dnase ii-8; antibodies; bsa; histone 3; '-nucleotidase; tatd dnases; c5a; phosphodiesterase ii; antibody; 3; phosphatidase ii; igg,dnases; elastase; calreticulin; protein p43; serum albumin; serine protease inhibitor; protease inhibitors,albumin; myeloperoxidase; dnase; ribonuclease; plancitoxin-1; et; protease; dnase i; p43; peroxidase; ly6g; fas; nuclease; interleukin-10; cysteine protease; proteases; mpo; serine protease; histone h3; trypsin; dnase ii-8; deoxyribonuclease; nd1; atp6; il-10; actb; dnase ii; histone 3; neutrophil elastase; '-nucleotidase; tatd dnases; hrp; cox1; ad3; gapdh; nucleases; aspartic protease; gm-csf; 3; cytb; phosphatidase ii
11287892,go_term,18,22,21,7,6,binding; mitochondrial; mitochondrial genome; genome; nuclear genome; dependent; extracellular trap,deaths; parasitism; biosynthesis; immune evasion; uptake; immune-evasion,inflammatory response; mitochondria; mitochondrial; enzyme activity; mitochondrial genome; immune response; secretion; synthesis; death; nucleus; digestion; innate immunity; extracellular; membranes; degradation; phagocytosis; extracellular trap; gene expression
11287892,disease,7,10,5,5,0,t. spiralis infection; cysts; net; parasite infection; streptococcus pneumonia,,t. spiralis infection; eosinophilia; parasite infection; zoonotic disease; infection; trichinellosis; parasitic infection
11287892,exp_methods,10,13,11,6,4,immunofluorescence; laser; facs; affinity; green fluorescence; electron microscopy,fluorescence microscopy; pma; scanning electron microscopy; transfection,immunofluorescence; assay; pcr; fluorescence; confocal microscopy; zymography; green fluorescence; electron microscopy; flow cytometry; electrophoresis
11287892,organism,49,56,46,14,4,c57bl/6 mice; bacteria; worms; icr mice; viruses; type 2 dengue virus; protozoa; animal; helminth; ts; worm; hookworm; dengue virus; salmon,c. elegans; domestic pig; streptococcus; domestic pigs,c57bl/6 mice; t. spiralis; leishmania infantum; wistar rats; worms; nippostrongylus brasiliensis; animal; hookworms; toxoplasma gondii; worm; hookworm; leishmania; streptococcus pyogenes; animals; trypanosoma cruzi; trypanosoma brucei; rabbit; brugia malayi; plasmodium falciparum; aspergillus fumigatus; trichinella spiralis; pigs; strongyloides stercoralis; rat; candida albicans; ascaris suum; goat; hiv; mouse; mice; neospora; caenorhabditis elegans; rats; nematodes; eimeria; litomosoides sigmodontis; pig; humans; trypanosoma evansi; toxocara canis; trichuris suis; icr mice; nematode; schistosoma japonicum; ts; staphylococcus aureus; fungi; dirofilaria immitis; mammals
10395394,chemical,4,4,4,2,2,sildenafil; citrate,steward; sildenafil citrate,sildenafil; citrate; mefenamic acid; prostaglandin
10395394,go_term,2,2,6,0,4,,behaviour; giving birth; learning; menarche,menstruation; hearing
10395394,disease,19,21,25,4,8,breast cancer; yentl syndrome; pcos; primary,period pains; secondary dysmenorrhea; anxieties; chronic pain; period pain; cancer; menstrual pain; painful periods,fibroids; pelvic inflammatory disease; acne; infertility; heart failure; heart disease; primary; cervical cancer; erectile dysfunction; endometriosis; ovarian cancer; premenstrual syndrome; chronic pain syndromes; primary dysmenorrhea; breast cancer; polycystic ovarian syndrome; migraine; dysmenorrhea; anxiety
10395394,exp_methods,1,1,5,0,4,,contraception; insertion; pregnancy test; medical procedures,biopsies
10395394,organism,5,9,4,5,0,men; women; grapes; woman; raspberry,,human; hiv; man; humans; woman
11327117,gene_protein,15,18,11,9,2,sdh; d; somatostatin receptor; succinate dehydrogenase complex subunit a; succinate dehydrogenase complex subunit b; cytokeratin; thyroid-stimulating hormone; s100; succinate dehydrogenase complex,thyroglobulin; somatostatin,sdh; ttf1; succinate dehydrogenase complex subunit d; d; somatostatin receptor; succinate dehydrogenase complex subunit a; succinate dehydrogenase complex subunit b; sdhb; sdha; calcitonin; sdhd; gata3; cea; succinate dehydrogenase complex; synaptophysin
11327117,chemical,10,12,10,5,3,123; metanephrines; normetanephrine; nucleotide; metanephrine,thyroid-stimulating hormone; gallium; thyroid,epinephrine; thyroxine; catecholamines; metanephrines; catecholamine; positron; normetanephrine; metanephrine; dopamine; norepinephrine
11327117,go_term,2,2,5,0,3,,learning; succinate dehydrogenase complex; behavior,cytoplasm; spindle
11327117,disease,14,18,10,8,0,thyroid paragangliomas; multifocal; cervical disease; paraganglioma syndrome; head and neck pgl syndrome; head and neck; pgls syndrome; thyroid paraganglioma,,papillary thyroid carcinoma; thyroid paragangliomas; head and neck paragangliomas; thyroid nodule; vagal paraganglioma; paraganglioma syndrome; head and neck; thyroid paraganglioma; neuroendocrine neoplasm; tumor; paraganglioma; paragangliomas; pheochromocytoma; pheochromocytomas
11327117,exp_methods,1,2,1,1,0,fine needle aspiration,,biopsy
10483113,disease,6,13,5,8,0,depression; septic shock; chronic pulmonary disease; diabetes; coagulation; systemic inflammatory response syndrome; peripheral vascular disease; sirs,,influenza; electrolyte disorders; infection; sepsis; sirs; septicemia
10483113,exp_methods,0,0,1,0,1,,esr,
10483113,chemical,5,5,6,0,1,,bilirubin,nitrogen; creatinine; lactate; oxygen; urea
10483113,gene_protein,1,3,1,2,0,crp; polymerase,,c-reactive protein
10483113,go_term,2,2,5,1,4,to,deaths; inflammatory response; learning; short-term memory,death; to
10509514,disease,4,5,4,1,0,19,,depression; neurodegenerative disease; cancer; cognitive impairment
10509514,chemical,1,1,4,0,3,,[sic]; versed; rally,cholesterol
10509514,organism,1,1,1,0,0,,,human
10509514,go_term,1,3,3,3,3,transportation; behavioral; organization,vision; behaviors; behavior,behavioral
10399132,chemical,30,33,35,6,8,catechaldehyde; lipid; sodium; carbohydrate; phenolics; deoxycholate,psi; lead compounds; -sec; dithiothreitol; sodium deoxycholate; tyrosol; waters;  sec,isoflurane; bicarbonate; lipopolysaccharide; stilbenes; gallic acid; curcumin; quercetin; mineral; catechaldehyde; sodium; epigallocatechin-3-gallate; lignans; ethanol; acetyl; resveratrol; peptide; formic acid; chloroform; phenylpropanoids; salicylic acid; water; acetonitrile; catechol; deoxycholate; vanillin; methanol; ammonium; coumarins; syringaldehyde; urea
10399132,gene_protein,270,325,247,87,9,il-1b; il-î²; ron; rps27a; capg; pro-inflammatory cytokines; cyb5b; inflammatory chemokine; toll-like receptors; immune protein; tagln2; tra2a; parp1; atp6v0a1; tnf-é; acute phase response proteins; wasf2; capn2; tgtp1; banf1; ubxn4; crp; cmpk2; slc22a1; pdcd4; hp; edf1; ads2; ccs; ngp; tram1; grb2; tfam; protease; cdo1; atp5mg; sqor; hax1; egf; atp1b3; suppressor of cytokine; acaca; dync1li1; vkorc1l1; alas1; sirt2; epoxide hydrolase; hsd17b7; tcerg1; abcb6; cd36; asap2; babam2; tspo; rnf213; adipoq; pfdn5; pro-inflammatory cytokine; cytokine; thrsp; arfgap2; kcnj16; anxa1; camp; adhesion molecules; albumin; il-b; vmp1; arl3; ap3s1; tgtp2; serpinb6b; afdn; transcription factors; pfdn2; il-1a; soluble; stat3; set; bsa; tubb2b; ifng cytokines; bid; tumor necrosis factor alpha; atp2b2; immune receptors; casd1,sdr39u1; c8b; soluble epoxide hydrolase; serum albumin; suppressor of cytokine signaling-6; pamp; tumor necrosis factor; cyclooxygenase-2; interferons,il-1b; il6; naca; tlr; il-î²; ron; nqo1; fabp5; msp; saa1; cyp4f3; toll-like receptors; timp3; tagln2; emc4; mrpl22; deptor; dpp4; pex16; asph; parp1; ebp; gbp2; mt-nd1; cbr2; rps14; cd302; tnf-é; tom1; vdr; krt10; ampk; cmah; g6pc3; mapk14; alg5; chchd10; il-10ra; cubn; ndrg2; elovl5; mrpl41; ppp2r5e; liver activator protein; tpd52l2; pmvk; il10ra; plscr1; idh3b; interleukin-1 beta; ifit1b; dpm3; acacb; banf1; s100a9; î²-galactosidase; myd88; pklr; mup1; ddx39a; fn1; s100a13; eef1e1; ndufa12; pa2g4; fmr1; slc22a1; scamp1; krt5; nucks1; phkb; hla-a; rbm25; hp; protein kinase a; edf1; ads2; c4bp; ctnnb1; col6a2; mfn1; il-1î²; ces2c; hdac1; ngp; tram1; isg15; il1î²; sfn; il-21; hacd2; ccdc51; il1b; scgb1a1; tnf-î±; igfbp2; golim4; ifnb1; chil4; slc22a18; mpo; mapk1; s100a8; igfbp1; ifi30; pdzk1ip1; serpina3; suppressor of cytokine; tomm6; gp6; slc22a7; prkacb; col6a1; acaca; lgals3; lonp1; krt2; hcfc1; fubp1; ctsf; stat1; crip1; ppp2ca; slc10a2; il-8; cebpb; serping1; mt2; epoxide hydrolase; ufc1; gsk3b; irf3; cttn; gbp6; acly; slc16a2; itih4; irf7; myadm; arhgdib; huwe1; sf3a1; eif2s2; memo1; icam1; itih2; hnrnpll; hnrnpl; babam2; hnmt; trim24; snx4; lcn2; pkr; il-22; dgat1; ilf3; gbp5; khsrp; hpcal1; cytokine; slc7a2; chil3; krt79; mt-nd2; hmox1; dnaja3; lrba; scd; hk1; crip2; trypsin; steap4; nae1; tomm7; lrpap1; kif13b; rhob; mrps26; rxr; miox; tmem173; rsad2; il-6; interferon; cdk5; ifng; inmt; fgb; camp; mpi; mfn2; gpx1; ifit2; tmpo; albumin; tnf; fasn; fads2; cited2; bcap31; col4a1; paip1; rps6ka3; esyt1; krt1; mt-cyb; hspa2; pde4c; reg3a; ifit3; clpp; tlr4; tlrs; ptprk; gadd45gip1; fermt3; serpinf2; pnpla6; ap3s1; pin1; csk; ikbkb; ppp2r5d; sf3b2; serpinb6b; mapk3; g3bp2; nrf1; scrib; ddx46; transcription factors; taf15; sdc4; nadh; il-1a; soluble; cxcl10; stat3; coro1a; ftl; set; il-4; creb1; tpd52; cyp7b1; klkb1; tysnd1; ppp6c; sec16b; lad1; lrg1; bsa; il1a; col6a3; serpinb1; fabp4; itgav; col4a2; mt1; ifng cytokines; snca; higd1a; pxn; tumor necrosis factor alpha; igbp1; immune receptors; interferon gamma; gna13; col1a1
10399132,go_term,15,18,24,5,11,tissue development; cell signaling; mitochondrial; replication; cell-,cellular growth; cell death; acute phase response; system development; synaptogenesis; innate immune response; liver regeneration; acute inflammatory response; lipid metabolism; skin development; nervous system development,antiviral response; tissue development; post-translational modification; immune response; death; cell cycle; endocytosis; immune responses; digestion; inflammatory responses; excretion; inflammatory response; wound healing; metabolism; cell-
10399132,disease,23,27,24,4,1,ad; developmental disorder; renal; injuries,reproductive system diseases,hereditary disorder; metabolic disease; infections; neurological disease; cardiac hypertrophy; chronic inflammatory diseases; endocrine system disorders; asthma; pulmonary fibrosis; diabetes; dermatological diseases; immunological disease; inflammatory disease; gastrointestinal disease; acute peritonitis; colorectal cancer; neurodegenerative diseases; rheumatoid arthritis; inflammatory diseases; peritonitis; lung disease; cancer; infection
10399132,exp_methods,4,4,5,1,2,assays,transgenic; recombination,assay; assays; elisa; protein assay
10399132,organism,12,15,9,6,0,c57bl/6 mice; plant; maple; animal; gram-negative bacteria; rodent,,c57bl/6 mice; escherichia coli o111:b4; human; plant; mouse; mice; caenorhabditis elegans; rats; animal; gastrodia elata; animals; plants
11245678,chemical,23,27,30,4,7,carbohydrates; fatty acid; fatty acids; nonesterified fatty acids,flash; delta; diamond; insulin; gamma; glucagon; ketone bodies,isoflurane; ketones; minerals; isopentane; lactate; mineral; tween 20; lipid; alexa fluor 488; acetone; triton; ethanol; acetyl; glycerol; potassium phosphate; nitrogen; glucose; water; oxaloacetate; glycogen; corticosterone; glucocorticoids; oxygen
11245678,gene_protein,9,24,10,15,1,nuclear transcription factor; cs; igg; igg1; mhc 2a; mhc i; insulin; laminin; mhc 2b; mhc; antibodies; antibody; cd31; glucagon; transcription factor,nth,dystrophin; sdh; myosin heavy chain; pecam 1; pecam1; myosin heavy chains; citrate synthase; glut4; leptin
11245678,go_term,10,14,15,5,6,pairing; mitochondrial; translational; response to exercise; circadian oscillations,uptake; krebs cycle; oxidative metabolism; muscle atrophy; swimming; fatty acid oxidation,estrous cycle; lipolysis; angiogenesis; mitochondrial; death; aging; tissue remodeling; sarcolemma; mitochondria; metabolism
11245678,disease,1,5,1,4,0,atrophy; diabetes; sarcopenia; insulin resistance,,cancer
11245678,exp_methods,6,6,6,1,1,assays,translocation,assay; assays; nmr; dissection; dissections; nuclear magnetic resonance
11245678,organism,14,15,9,6,0,horse; f344 rat; animal; f344 rats; rodent; fischer 344 rats,,human; mice; donkey; rodents; f344 rat; rats; rat; animal; f344 rats; humans; rodent; goat; fischer 344 rats; animals
10361635,chemical,7,11,11,5,5,proline; isolectin-b4; bromodeoxyuridine; oxygen; picrosirius red,dimethylaniline; glutathione; collagen; chromium; phosphoinositol,peptide; flavin; proline; hydroxyproline; tamoxifen; propidium iodide; biotin
10361635,gene_protein,82,104,67,48,11,comp; angiotensin ii; cyclin dependent kinase inhibitor 1a; rho kinase; glutathione-s-transferases; rho; (pdgfr)î±; serine/threonine kinase; cre-recombinase; p16; ets-related gene; activating transcription factor 3; platelet-derived growth factor receptor; phosphoinositol 3-kinase; periostin; collagen; at 1 r; rela; cyclin-dependent kinase; p16 ink4a; cytokine; angiotensin ii receptor; smooth muscle alpha actin 2; fn; angii; transcription factors; p14; transforming growth factor beta 1; c4; tumor protein p53; nox1; antibodies; transcription factor 21; e3 ubiquitin ligase mdm2; ul1; sasp; platelet-derived growth factor receptor a; cyclin dependent kinase; scx; (tgf)-î²1; small proline rich (sprr) protein-2b; transforming growth factor; green fluorescent protein; ataxia telangiectasia mutated kinase; fibronectin; ecm proteins; antibody; dimethylaniline monooxygenase,proline rich protein; cyclin; ubiquitin; pdgfr; protein-2b; transcriptional regulator; growth factor; ecm; actin; angiotensin; recombinase,comp; cyclin dependent kinase inhibitor 1a; cthrc1; fmo2; tagln2; tgf-î²1; fmod; sfrp2; transforming growth factor beta 1; col3a1; tumor protein p53; col1a2; î²-galactosidase; fn1; small proline rich (sprr) protein-2b; crlf2; transforming growth factor; gstm1; green fluorescent protein; pdgfra; mgp; rb1; periostin; cyclin-dependent kinase; fgl2; pdgfrî±; fn; eln; cd200; cilp; ddah1; postn; checkpoint kinase 2; angiotensin ii; chp; runx1; cdkn1a; platelet-derived growth factor receptor; p53; thbs4; agglutinin; ataxia telangiectasia mutated; sprr2b; ltbp2; gfp; î²-gal; nox1; mdm2; e3 ubiquitin ligase mdm2; platelet-derived growth factor receptor a; chk2; cyclin dependent kinase; tumor suppressor protein; acta2; igfbp3; inmt; ataxia telangiectasia mutated kinase; ecm proteins; p21; smad2; gstt1; (pdgfr)î±; cre-recombinase; cxcl12; tnmd; activating transcription factor 3; cdkn2a; atf3; tcf21; cartilage oligomeric matrix protein; angiotensin ii receptor; atm; cxcl1; smooth muscle alpha actin 2; angii; erg; lox; col14a1; trp53; (tgf)-î²1; fibronectin; col1a1
10361635,go_term,24,28,29,10,11,binding; senescence; stress; mitochondrial; to; cell spreading; remodeling; organization; extracellular; membranes,stress fiber; tissue remodeling; vasculature development; cell membranes; stress fibers; regeneration; response to cytokines; extracellular matrix; paracrine signaling; mitotic cell cycle; cell cycle control,stress; apoptotic cell death; transduction; cell cycle phase; remodeling; cell cycle arrest; extracellular; membranes; wound healing; degradation; gene expression; fibrils; secretion; mitosis; cellular senescence; senescence; angiogenesis; to; cell cycle; fibroblast activation; fibroblast proliferation; cell adhesion; post-translational modifications; phosphorylation
10361635,disease,9,12,11,5,4,cf; fibrosis; cancerous tumors; neoplasias; myocardial infarction,tumors; hypertrophic; perivascular fibrosis; cardiac fibrosis,cardiomyopathy; chronic heart disease; fibrosis; cardiac hypertrophy; heart disease; interstitial fibrosis; cancerous tumors; neurological disorders; heart failure
10361635,exp_methods,8,11,8,6,3,cyquant assay; assays; fluorescence; sequencing; -; facs,acetylation; recombination; ubiquitination,rna-seq; assay; cyquant assay; assays; pcr; -; flow cytometry; scrna-seq
