ext_id,ann_type,partial_match_count,total_ml_count,total_dict_count,found_in_ml_not_in_dict_count,found_in_dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
38380705,disease,1,1,1,0,0,,,systemic amyloidosis
38380705,organism,1,1,1,0,0,,,human
39458677,disease,1,1,1,1,1,breast cancer,triple-negative breast cancer,breast cancer
39458677,chemical,1,1,1,1,1,polymer,conjugated polymer,polymer
39466652,organism,1,1,1,0,0,,,human
39466652,go_term,0,0,1,0,1,,learning,
39455727,disease,5,6,2,4,0,covid-19; 2 infection; infections; covid-19 infection,,2 infection; infections; covid-19 infection; pneumonia; infection
39455727,gene_protein,0,0,1,0,1,,sars,
39455727,organism,0,2,0,2,0,sars-cov-2; sars-cov-,,
39243852,disease,1,2,1,2,1,attention-deficit/hyperactivity disorder; adhd,attention-deficit,attention-deficit/hyperactivity disorder
39457067,exp_methods,2,2,2,0,0,,,biosensor; pcr
39457067,gene_protein,0,0,1,0,1,,streptavidin,
39457067,chemical,1,1,1,0,0,,,biotin
39457067,organism,3,3,3,0,0,,,b. cereus; bacillus cereus; chicken
39458401,chemical,3,3,3,0,0,,,phenylpropanoid; chlorophyll; carotenoid
39458401,organism,6,7,6,2,1,b. amyloliquificiens; plant,b. subtilis,plant; bacillus; fusarium; tomato; plants; bacillus subtilis
39463518,disease,3,4,3,1,0,tb,,pulmonary tuberculosis; malnutrition; tuberculosis
39463518,gene_protein,0,0,1,0,1,,ptb,
39464796,go_term,0,0,1,0,1,,learning,
39379656,gene_protein,1,1,2,0,1,,char,ldh
39379656,chemical,3,3,3,1,1,methyl orange,methyl,hydroxide; water; methyl orange
39379656,organism,1,1,1,0,0,,,cow
39465645,exp_methods,1,1,1,0,0,,,x-ray
39465645,chemical,7,8,8,3,3,metaphosphate; benzyl hydroxamic acid; sodium hexametaphosphate,benzyl; hydroxamic acid; sodium,rutile; anion; minerals; sodium hexametaphosphate; silicate; benzyl hydroxamic acid; amphibole
PPR845533,disease,1,1,1,0,0,,,cardiac arrest
PPR845533,gene_protein,2,3,4,1,2,ck,htk; cpb,tnf-î±; il-6
PPR845533,organism,2,2,2,0,0,,,rats; rat
PPR845533,go_term,1,1,1,0,0,,,inflammatory response
39455555,chemical,3,3,3,0,0,,,iodomethane; electrons; iodine
PPR931240,disease,1,1,1,0,0,,,malaria
PPR931240,organism,0,1,0,1,0,mosquito,,
PPR931240,go_term,3,3,3,1,1,sleeping,deaths,sleep; death; sleeping
39464561,disease,2,2,1,2,1,schizophrenia spectrum disorder; schizophrenia spectrum disorders,schizophrenia,schizophrenia spectrum disorder; schizophrenia spectrum disorders
39348860,chemical,1,1,2,0,1,,excitons,exciton
39348860,go_term,1,1,2,0,1,,transport,localization
39460016,gene_protein,0,0,1,0,1,,drl,
39460016,go_term,0,0,1,0,1,,learning,
39069572,disease,3,4,2,2,0,bppv; nystagmus,,positional nystagmus; nystagmus; benign paroxysmal positional vertigo
39352640,gene_protein,0,0,1,0,1,,pso,
39352640,chemical,1,1,1,0,0,,,polyvinyl chloride
39352640,organism,1,2,1,1,0,pine,,pinus roxburghii
PPR721781,gene_protein,0,0,2,0,2,,pva; nir,
PPR721781,chemical,3,3,4,1,2,polyvinyl pyrrolidone,nanostructures; pyrrolidone,polyvinyl pyrrolidone; polyvinyl alcohol; graphene
PPR721781,go_term,0,0,1,0,1,,behavior,
PPR721781,exp_methods,1,1,1,0,0,,,x-ray
PPR721781,organism,0,0,1,0,1,,bare,
39401935,chemical,0,0,2,0,2,,actinides; actinide,
39458094,disease,1,1,1,0,0,,,tricuspid regurgitation
38653958,disease,7,8,8,4,4,is; myelopathy/; htlv-1 infection; xerostomia,infection; incontinence; myelopathy; nocturia,is; tropical spastic paraparesis; xerophthalmia; intermediate syndrome; myelopathy/; neurological disorder; htlv-1 infection
38653958,organism,3,3,3,1,1,virus,bahia,virus; human t-lymphotropic virus type 1; htlv-1
38591740,disease,6,8,6,3,1,dvt; pe; he,thromboembolic events,pulmonary embolism; hemorrhagic stroke; intracerebral hemorrhage; hematoma; deep vein thrombosis; he
38591740,chemical,1,1,1,0,0,,,heparin
PPR716491,chemical,1,2,1,1,0,macrocyclic,,peptide
PPR716491,gene_protein,2,2,2,0,0,,,pd-1; pd-l1
PPR716491,go_term,0,1,2,1,2,binding,uptake; death,
PPR716491,disease,3,4,3,1,0,ht,,tumors; tumor; cancer
PPR716491,exp_methods,1,2,1,1,0,autoradiography,,biopsy
PPR716491,organism,3,3,3,0,0,,,mice; human; primates
39458935,disease,3,3,3,1,1,diabetes foot ulcers,foot ulcers,diabetes foot ulcers; diabetes; ulcers
39458935,organism,0,1,0,1,0,plant,,
39458935,chemical,3,4,3,1,0,phenolic compounds,,saponins; flavonoids; polysaccharides
39458935,gene_protein,2,4,2,2,0,nf-îºî²; cytokine,,tnf-î±; nitric oxide synthase
39458935,go_term,3,5,4,2,1,immunomodulation; macrophage migration,tissue regeneration,wound-healing; wound healing; efferocytosis
37566336,go_term,0,1,0,1,0,behavioural,,
PPR931184,gene_protein,2,4,3,2,1,hsps; heat shock proteins,mb1,mbl1; mbl
PPR931184,chemical,1,1,1,0,0,,,peptides
PPR931184,go_term,1,1,1,0,0,,,gene expression
PPR931184,exp_methods,2,2,2,0,0,,,rna-seq; assay
PPR931184,organism,4,5,3,2,0,microbes; microbe,,microbiota; microbe; drosophila; d. melanogaster
39460326,disease,2,3,2,2,1,rsv infections; lrti,infections,lower respiratory tract infection; rsv infections
39460326,organism,1,2,1,1,0,rsv,,respiratory syncytial virus
39464487,gene_protein,0,0,1,0,1,,mtif,
39464487,go_term,1,1,2,0,1,,learning,sleep
39464487,disease,2,4,1,3,0,sleep disorder; sa; sleep apnea,,sleep apnea; apnea
39464487,exp_methods,0,0,1,0,1,,feature extraction,
39464487,organism,1,1,1,0,0,,,human
39460171,go_term,2,2,3,0,1,,memory,vision; localization
39453797,disease,1,1,1,0,0,,,stroke
39463138,disease,4,4,4,1,1,keratitis,marginal keratitis,limbal stem cell deficiency; ocular rosacea; blepharitis; keratitis
39456903,exp_methods,1,1,1,1,1,co,co-ip,co
39456903,gene_protein,5,6,5,1,0,enocyanin,,hif1î±; atf4; immp2l; stat1; bnip3
39456903,chemical,0,1,0,1,0,enocyanin,,
39456903,go_term,8,14,6,8,0,related; senescence; mitophagosomes; mitochondrial; s-nitrosylation; -glutathionylation; cell senescence; granulosa cell senescence,,mitophagosomes; protein modifications; mitophagy; mitochondrial; aging; mitochondria; lysosomes; phosphorylation
39466054,disease,2,2,3,1,2,cow's milk allergy,engorgement; milk allergy,food allergy; cow's milk allergy
39466054,gene_protein,0,0,1,0,1,,std,
39466054,organism,1,1,1,0,0,,,cow
38864933,chemical,3,4,3,2,1,phenolics; -polysaccharides,lipids,polysaccharides; glucose; -polysaccharides
38864933,organism,8,8,6,2,0,microalga; microalgae,,microalga; neochloris oleoabundans; human; algae; chlorophyta; microalgae; chlorella; spirulina
38864933,go_term,2,2,3,1,2,membranes,thylakoid membranes; autotrophy,membranes; metabolism
38041252,chemical,0,0,1,0,1,,collagen,
38041252,gene_protein,9,11,10,3,2,fn; sry-box transcription factor 9; collagen type i,sry; transcription factor 9,col10a1; col2a1; sox9; sry-box transcription factor 9; mmp13; fibronectin; acan; matrix metalloproteinase 13; col1a1
38041252,go_term,2,2,3,1,2,ossification,bone formation; endochondral ossification,ossification; gene expression
38041252,disease,4,4,4,0,0,,,chondromatosis; osteochondritis dissecans; joint disease; degenerative joint disease
38041252,exp_methods,0,1,0,1,0,immunofluorescence,,
38041252,organism,1,1,1,0,0,,,human
39458593,chemical,2,2,2,0,0,,,sucrose; water
39458593,go_term,0,1,1,1,1,nucleation,behavior,
39023539,disease,6,8,5,3,0,ish; ph; idh,,left ventricular hypertrophy; hypertension; secondary hypertension; diastolic hypertension; systolic hypertension; ph
39023539,gene_protein,0,1,0,1,0,idh,,
39457293,disease,7,9,7,2,0,cvd; cardiometabolic diseases,,chronic kidney disease; diabetes; hypertension; periodontitis; type 2 diabetes mellitus; cardiovascular disease; chronic disease
39457293,go_term,1,1,1,0,0,,,synthesis
39432630,disease,1,3,2,2,1,poisoning; hypokalemia,hypoglycemia,hyperglycemia
39432630,exp_methods,0,0,1,0,1,,lavage,
39432630,chemical,2,2,2,2,2,aluminum; phosphide,insulin; aluminum phosphide,aluminum; phosphide
39432630,gene_protein,0,1,0,1,0,insulin,,
38406551,disease,1,2,1,1,0,aml,,acute myeloid leukaemia
38406551,exp_methods,1,1,1,0,0,,,flow cytometry
38406551,gene_protein,3,4,3,1,0,t-cell antigen,,npm1; cd2; tp53
39167285,chemical,1,1,1,0,0,,,water
39167285,go_term,0,0,1,0,1,,learning,
39167285,disease,7,9,7,2,0,stone; cyst,,chronic kidney disease; obesity; kidney diseases; kidney failure; renal disorders; tumor; kidney disease
39167285,exp_methods,0,0,1,0,1,,feature extraction,
39167285,organism,1,1,1,0,0,,,human
39458710,chemical,5,5,5,0,0,,,polysaccharide; heteropolysaccharide; polygalacturonic acid; rhamnogalacturonan; pectin
39458710,organism,1,3,1,2,0,citrus; plant,,apple
39458710,go_term,2,2,2,0,0,,,cell walls; wound healing
39467245,disease,4,4,3,1,0,acquired cardiomyopathy,,dilated cardiomyopathy; heart failure; acquired cardiomyopathy; cardiomyopathy
39467245,gene_protein,2,2,2,0,0,,,ttn; titin
39467245,organism,1,1,1,0,0,,,human
39467245,go_term,1,1,1,0,0,,,death
39463556,disease,3,4,3,2,1,substance; alcohol use disorders,substance use,substance; substance use disorders; addiction
39463556,chemical,0,2,0,2,0,alcohol; opioid,,
39463556,go_term,1,1,1,0,0,,,aging
38776001,exp_methods,1,1,2,0,1,,medical procedures,x-ray
39456664,disease,6,8,8,2,2,esrd; kidney impairment,kidney replacement; chronic hyperglycaemia,diabetes; end-stage renal disease; hyperglycaemia; nephropathy; nephropathies; diabetic kidney disease
39456664,chemical,1,1,1,0,0,,,glucose
39456664,go_term,2,2,2,0,0,,,organelle; pathogenesis
39389252,disease,2,2,2,0,0,,,migraine; neurological disorder
39389252,exp_methods,0,0,1,0,1,,single-cell sequencing,
39389252,gene_protein,4,4,4,0,0,,,tnf-î±; trpm8; il-1î²; il-6
39389252,chemical,0,1,0,1,0,estrogen,,
39389252,go_term,1,1,2,0,1,,astrocyte activation,pathogenesis
39464672,organism,7,10,5,5,0,calamus lobbianus; insect; c. lobbianus; stenodyneriellus; calamus pygmaeus,,calamus lobbianus; calamus; liostenogaster; c. pygmaeus; calamus pygmaeus; tetragonula; plants
39464094,disease,1,1,1,0,0,,,neurodevelopmental disorders
39464094,gene_protein,1,2,1,1,0,shh,,arl13b
39464094,go_term,1,1,1,1,1,astrocyte,astrocyte development,astrocyte
39458544,chemical,1,2,2,1,1,amino acid,collagen,water
39458544,gene_protein,2,4,2,2,0,pepsin; collagen,,leptin; ghrelin
39458544,go_term,1,1,1,0,0,,,digestion
39458544,disease,1,1,3,0,2,,overweight and obesity; fatty liver,obesity
39458544,organism,4,4,5,0,1,,bovine,rats; wistar rats; humans; human
39458321,disease,1,1,1,0,0,,,infection
39458321,gene_protein,2,4,2,2,0,abc transporters; adhesion protein,,triosephosphate isomerase; pyruvate kinase
39458321,organism,3,3,3,0,0,,,m. bovis; mycoplasma bovis; cattle
39458321,go_term,4,6,4,2,0,translational; cytoplasmic,,membrane; biosynthesis; metabolism; ribosome
39390796,disease,1,1,1,0,0,,,head and neck cancer
39466152,disease,0,1,2,1,2,bp,posterior epistaxis; epistaxis,
39466152,exp_methods,0,0,1,0,1,,spa,
39466152,go_term,1,1,1,0,0,,,coagulation
39458208,disease,7,8,7,3,2,chronic inflammatory liver disease; cancer; nhl,local cancer; inflammatory liver disease,inflammatory bowel disease; rheumatoid arthritis; non-hodgkin lymphoma; chronic inflammatory liver disease; lymphoma; cancer; autoimmune hepatitis
39458208,chemical,5,5,5,1,1,6,6-mercaptopurine,6; thiopurine; mycophenolate mofetil; glucocorticoids; azathioprine
37830306,disease,0,0,1,0,1,,depression,
37830306,exp_methods,2,2,2,1,1,assay,enzyme-linked immunosorbent assay,assay; elisa
39421967,exp_methods,1,1,2,0,1,,amidation,x-ray
39421967,chemical,8,10,8,2,0,dodeca- and; oxo clusters,,salts; zirconium; amide; water; metals; amine; carboxylic acid; amides
PPR874002,disease,0,0,1,0,1,,critically ill,
39461772,disease,1,2,1,1,0,degenerative skeletal disease,,osteoporosis
39461772,gene_protein,2,3,2,1,0,wnt,,sost; sclerostin
39461772,organism,1,2,1,1,0,women,,mice
39461772,go_term,2,3,2,1,0,binding,,osteogenesis; cell proliferation
38968557,disease,6,8,7,4,3,paraneoplastic myeloneuropathy; adenocarcinoma of gall bladder; gall bladder adenocarcinoma; myeloneuropathy,bladder adenocarcinoma; malignancy; adenocarcinoma,adenocarcinoma of gall bladder; paraneoplastic syndromes; gall bladder adenocarcinoma; tumor; gall bladder cancer; paraneoplastic neurologic syndromes
PPR921443,chemical,3,3,3,0,0,,,xylose; hemicellulose; cellulose
PPR921443,organism,1,1,1,0,0,,,acacia
PPR921443,go_term,1,1,1,0,0,,,degradation
39462007,disease,2,3,2,1,0,cvd,,age-related macular degeneration; cardiovascular disease
39462007,exp_methods,0,0,1,0,1,,percutaneous transluminal coronary angioplasty,
39401841,disease,0,0,1,0,1,,kidney replacement,
39218075,disease,1,1,2,0,1,,transient psychosis,psychosis
39218075,organism,7,7,6,1,0,cat,,primates; rodents; carnivores; humans; cats; cat; animals
39218075,chemical,1,1,1,0,0,,,ketamine
39218075,gene_protein,0,1,0,1,0,nmda receptor,,
39218075,go_term,1,1,1,0,0,,,sleep
39458934,disease,5,7,5,2,0,autophagic deficiency; autophagic deficits,,schizophrenia; alzheimer's disease; autism spectrum disorder; brain disorders; autism
39458934,gene_protein,4,5,4,2,1,-; pro-inflammatory cytokines,autophagy-related proteins lc3a,histamine h3 receptor; -; h3r; beclin 1
39458934,organism,1,1,1,0,0,,,mice
39458934,go_term,2,4,4,3,3,related; grooming; behavioral,social behavior; behaviors; behavior,autophagy; behavioral
38399433,disease,1,3,3,2,2,cp; brain injury,eclamptic seizures; preterm labor,cerebral palsy
38399433,chemical,3,3,1,2,0,magnesium; sulfate,,magnesium sulfate; sulfate; magnesium
38399433,organism,0,1,0,1,0,animal,,
38441893,disease,2,2,2,0,0,,,type 2 diabetes; diabetes
38441893,organism,1,1,1,0,0,,,fish
38441893,go_term,2,2,1,1,0,sleeping,,sleep; sleeping
39458693,exp_methods,2,2,4,0,2,,differential scanning calorimetry; size-exclusion chromatography,nuclear magnetic resonance; nmr
39458693,chemical,1,1,1,0,0,,,polyethylene
39458693,organism,3,5,3,2,0,bacteria; microorganisms,,cupriavidus necator; pseudomonas chlororaphis; pseudomonas putida
39458693,go_term,1,1,1,0,0,,,degradation
37116464,disease,1,1,1,0,0,,,retinal disease
39462896,disease,2,2,2,1,1,degenerative lumbar spondylolisthesis,spondylolisthesis,spinal disorders; degenerative lumbar spondylolisthesis
39462896,go_term,0,1,0,1,0,sleeping,,
39211991,disease,1,2,1,1,0,adhd,,attention-deficit/hyperactivity disorder
39211991,go_term,0,1,0,1,0,behavioral,,
39132981,disease,1,7,1,6,0,madd; multiple acyl-coa dehydrogenase deficiency; madd-like disorders; dehydrogenase deficiency; neuropsychiatric disorders; multiple,,metabolic diseases
39132981,gene_protein,1,1,2,1,2,acyl-coa,coa; acyl-coa dehydrogenase,acyl-coa
39458049,disease,4,5,5,2,2,vt; ventricular tachycardia,recurrent ventricular tachycardia; hypotension,ventricular fibrillation; ventricular arrhythmias; ventricular tachyarrhythmias; ventricular tachycardia
39458049,chemical,3,3,3,0,0,,,mexiletine; procainamide; amiodarone
39463949,exp_methods,1,2,1,1,0,pionear-seq,,assay
39463949,gene_protein,0,3,0,3,0,transcription factor; transcription factors; tf,,
39463949,organism,1,1,1,0,0,,,human
39463949,go_term,4,4,5,1,2,binding,transcription factor binding; nucleosome positioning,binding; nucleosome; nucleosomes; chromatin
PPR722568,disease,4,4,4,0,0,,,tumors; breast tumor; breast tumors; tumor
PPR722568,exp_methods,1,1,1,0,0,,,scrna-seq
PPR722568,gene_protein,3,3,2,1,0,er,,er; her2; estrogen receptor
PPR722568,go_term,0,0,1,0,1,,learning,
39459183,chemical,5,6,5,1,0,spiroamine,,gabapentin; lactam; piracetam; pregabalin; aminoalcohol
39459183,organism,0,1,0,1,0,animal,,
39459183,go_term,1,1,1,0,0,,,synthesis
39116893,disease,1,1,1,0,0,,,neurodegenerative diseases
39116893,chemical,1,1,1,0,0,,,calcium
39116893,go_term,1,1,3,0,2,,memory; behavior,cognition
39465450,disease,5,6,3,3,0,asperger; primary mental disorders; autism spectrum,,autism spectrum disorder; autism spectrum; mental disorders; autism; primary mental disorders
PPR929525,organism,1,1,1,0,0,,,fish
PPR929525,go_term,0,1,1,1,1,electroreceptors,sensory processing,
39464202,gene_protein,2,4,2,2,0,ribosomal protein; viral light-activated protein,,sa2; rhodopsin
39464202,organism,2,5,1,4,0,virus; nucleocytoviricota; flov-sa2; giant,,virus; viruses
39464202,go_term,2,2,3,0,1,,translation,metabolism; ribosomes
39463077,chemical,0,0,1,0,1,,radio,
39461942,organism,3,3,5,0,2,,pyrus communis; asian pear,pear; pyrus bretschneideri; pyrus
39461942,go_term,1,2,1,1,0,telomere,,chromosome
39461392,gene_protein,7,8,6,2,0,mx; zap-like,,pkr; ifn; zinc finger antiviral protein; tnf-î±; zap; isg15; zap-like
39461392,go_term,2,2,2,0,0,,,nucleus; gene expression
39461392,disease,2,2,4,0,2,,cytopathic effect; epithelioma,viraemia; infection
39461392,exp_methods,1,1,1,0,0,,,confocal microscopy
39461392,organism,5,10,5,5,0,dna; viruses; bird; epithelioma papulosum cyprini; virus,,carp; cyprinus carpio; common carp; fish; mammals
39458440,disease,3,3,3,0,0,,,refeeding syndrome; intraventricular hemorrhage; malnutrition
39458440,go_term,2,2,2,0,0,,,gestation; death
39462559,disease,1,1,2,0,1,,obese,metabolic disorders
39462559,chemical,1,2,1,1,0,estrogen,,estradiol
39462559,gene_protein,4,5,3,2,0,ot; ot receptor,,leptin; otr; ot; oxytocin
39462559,organism,1,2,1,1,0,women,,rats
39459945,disease,1,1,1,0,0,,,viral infections
39459945,organism,0,1,0,1,0,viruses,,
39459945,go_term,1,1,1,0,0,,,innate immunity
38397807,disease,6,6,7,1,2,ischemia,hypertrophic; cardiac ischemia,cardiac diseases; cardiac hypertrophy; diabetic cardiomyopathy; ischemia; cardiovascular disease; heart failure
38397807,chemical,2,3,3,1,1,oxygen,lipids,lipid; calcium
38397807,gene_protein,0,1,0,1,0,perilipins,,
38397807,go_term,5,5,4,2,1,organelles; intracellular,intracellular organelles,organelles; lipid droplets; intracellular; cytosol; metabolism
39457376,exp_methods,1,1,1,0,0,,,pcr
39457376,organism,7,7,7,1,1,sorghum,python,sorghum bicolor; zea mays; maize; cowpea; vigna unguiculata; sorghum; plants
39466947,chemical,2,2,2,0,0,,,sulfur; lithium
39034346,disease,6,7,6,3,2,d-dependent rickets type 1â a; vddr1a; rsv infection,rickets; infection,failure to thrive; bronchiolitis; hungry bone syndrome; d-dependent rickets type 1â a; lower respiratory tract infections; rsv infection
39034346,chemical,3,4,3,1,0,vitamin d,,oxygen; calcium; alfacalcidol
39034346,gene_protein,1,1,1,0,0,,,cyp27b1
PPR930529,organism,1,1,1,0,0,,,human
PPR930529,go_term,1,1,2,0,1,,learning,vision
39464485,exp_methods,0,0,1,0,1,,infrared spectroscopy,
39464485,chemical,1,1,1,0,0,,,histamine
39464485,gene_protein,0,0,1,0,1,,ppm,
39464485,organism,1,1,2,0,1,,tuna,fish
39415719,disease,1,1,1,0,0,,,dementia
39415719,organism,0,1,1,1,1,women,glv,
39415719,chemical,0,1,0,1,0,allium,,
39415719,gene_protein,0,1,0,1,0,apoe4,,
39415719,go_term,1,1,3,0,2,,deaths; aging,death
39458559,chemical,1,1,1,0,0,,,water
39458559,organism,1,1,1,0,0,,,human
39331138,exp_methods,0,0,1,0,1,,recombination,
39331138,gene_protein,1,2,1,1,0,topoisomerase,,spo11
39331138,organism,4,4,3,1,0,plant,,plant; plants; mammals; yeast
39331138,go_term,2,3,2,1,0,recombinosome,,prophase; chromosomes
39462022,disease,0,1,0,1,0,reproductive disorders,,
39462022,exp_methods,0,1,0,1,0,assays,,
39462022,organism,4,4,4,0,0,,,p. aerogenes; panagrellus redivivus; pasteurella aerogenes; swine
39462022,gene_protein,1,3,2,2,1,pax toxin; class 1 integron,mcr,int1
39462022,chemical,6,6,6,1,1,amoxicillin-clavulanate,clavulanate,enrofloxacin; colistin; ceftriaxone; oxytetracycline; amoxicillin; amoxicillin-clavulanate
39462192,gene_protein,0,0,1,0,1,,eld,
39462192,chemical,1,1,2,0,1,,nanosheets,electrons
39462192,go_term,2,3,3,1,1,coordination,transport,electron transfer; synthesis
39362393,chemical,2,2,2,0,0,,,monosaccharides; water
39362393,gene_protein,1,2,2,2,2,gal/galnac lectin; cysteine proteases,lectin; actin,gal/galnac lectin
39362393,go_term,5,5,5,0,0,,,extracellular vesicles; immune response; microfilament; pathogenesis; pores
39362393,disease,2,4,2,2,0,cysts; protozoan disease,,amoebiasis; infection
39362393,organism,3,3,3,0,0,,,house flies; entamoeba histolytica; entamoeba
39458921,chemical,0,3,0,3,0,peptide; amino acid; amino acids,,
39458921,gene_protein,1,1,2,0,1,,spps,egfr
39458921,go_term,2,2,3,0,1,,peptide synthesis,synthesis; conjugation
38435501,disease,3,3,3,1,1,acute,acute gastric volvulus,acute; gastroenteritis; gastric volvulus
39459277,chemical,4,4,5,1,2,alkyl aromatics,aromatic ketones; aromatics,ketones; ketone; ether; alkyl aromatics
39459277,go_term,1,1,1,0,0,,,synthesis
39465167,disease,1,2,1,1,0,nb,,neurogenic bladder
39465167,go_term,0,0,1,0,1,,translation,
37435799,chemical,2,2,2,0,0,,,arabinan; water
37435799,go_term,4,4,6,2,4,-; membrane,water transport; transport; cell membrane; cell-membrane,cell wall; -; membrane; cell-wall
PPR730739,disease,2,3,1,2,0,burnout; covid-19,,burnout; burnout syndrome
PPR730739,go_term,0,0,1,0,1,,breakdown,
39378913,chemical,0,1,1,1,1,phenolic compounds,lipids,
39378913,gene_protein,2,3,2,1,0,ache,,cholinesterases; acetylcholinesterase
39378913,go_term,2,2,1,1,0,membrane-bound,,membrane; membrane-bound
39378913,disease,1,1,1,0,0,,,alzheimer's disease
39378913,exp_methods,2,2,1,1,0,assays,,assays; assay
39378913,organism,2,3,2,1,0,insect,,electric eel; human
39458588,exp_methods,2,2,1,1,0,assays,,assays; assay
39458588,organism,2,2,2,0,0,,,rat; human
39458588,go_term,0,0,1,0,1,,learning,
39457094,exp_methods,1,2,1,2,1,light and; fluorescence,fluorescence microscopy,fluorescence
39457094,organism,0,2,0,2,0,dinoflagellate birefringent; dinochromosome,,
39457094,chemical,3,3,4,0,1,,histones,sirtinol; histone; psoralen
39457094,gene_protein,5,7,3,4,0,h3.3; mnase; histone; histones,,histone h2a; micrococcal-nuclease; histone; micrococcal nuclease; histones
39457094,go_term,8,8,8,1,1,envelope,nuclear envelope,microtubules; nucleosomes; chromosome; cell cycle; mitosis; localization; chromosomes; envelope
PPR931114,gene_protein,2,4,2,2,0,e1; e1-activating enzyme,,uba1; uba5
PPR931114,go_term,1,2,1,2,1,ufmylation; translational modification,post-translational modification,translational modification
PPR931114,disease,4,4,4,0,0,,,neurodegenerative diseases; alzheimer's disease; cancers; cancer
PPR931114,exp_methods,1,1,1,0,0,,,assay
PPR931114,organism,1,1,1,0,0,,,human
39455631,chemical,0,1,0,1,0,gold,,
39432618,disease,1,1,2,0,1,,postoperative complications,anxiety
37550466,organism,0,0,1,0,1,,bullseye,
37550466,go_term,0,0,1,0,1,,vision,
39464297,organism,4,4,8,1,5,scolopendraspinosissima,centipede; s.paradoxa; ethmostigmusrubripesrubripes; scolopendra; s.multidens,s.spinosissima; scolopendromorpha; scolopendraspinosissima; scolopendridae
39464903,disease,1,2,2,1,1,klebsiella,pneumonia,bacterial infections
39464903,chemical,6,6,6,0,0,,,tazobactam; vancomycin; ciprofloxacin; gentamicin; imipenem; piperacillin
39464903,organism,8,11,7,6,2,microorganisms; pneumonia; klebsiella pneumonia; coagulase-negative staphylococci; gram-negative bacteria; pseudomonas aeroginosa,klebsiella; pseudomonas,gram-positive bacteria; enterococcus; klebsiella pneumonia; escherichia coli; gram-negative bacteria; acinetobacter baumannii; pseudomonas aeroginosa; staphylococcus aureus
39464903,go_term,0,0,1,0,1,,disc,
PPR910556,disease,4,4,4,0,0,,,depression; mental disorders; substance abuse; anxiety
39463334,chemical,2,2,2,0,0,,,ethanol; water
39463334,go_term,0,0,1,0,1,,ethanol oxidation,
PPR905335,exp_methods,1,1,1,0,0,,,dissection
38381709,disease,2,3,2,1,0,cvd,,stroke; cardiovascular disease
38381709,organism,0,0,1,0,1,,tobacco,
38381709,go_term,0,0,1,0,1,,deaths,
38415191,disease,8,8,11,1,4,diabetes mellitus,trauma; diabetes; hemorrhage; hematoma,colorectal cancers; abscess; intravenous drug abuse; hematologic diseases; muscle abscess; diabetes mellitus; alcohol abuse; pyomyositis
39455552,chemical,4,5,3,3,1,oxides; metal; metal oxides,organic compounds,oxides; oxide; photon; metal oxides
39465582,disease,2,2,2,0,0,,,intellectual disability; epilepsy
39462355,disease,2,3,4,1,2,adhd,inattention; perseverations,attention-deficit/hyperactivity disorder; attention deficit/hyperactivity disorder
39462355,gene_protein,0,0,1,0,1,,cpt,
39462055,chemical,1,1,1,0,0,,,ester
39462055,organism,5,6,6,1,1,mite,european honey bee,bee; honey bee; varroa; varroa destructor; apis mellifera
39462055,go_term,1,1,1,0,0,,,reproduction
PPR931169,exp_methods,1,1,1,1,1,cryo-electron microscopy,electron microscopy,cryo-electron microscopy
PPR931169,gene_protein,0,3,0,3,0,capsid; ac66; motor-like protein,,
PPR931169,organism,5,7,3,4,0,baculoviruses; viruses; acmnpv; lepidoptera,,insects; baculovirus; viruses; baculoviruses; autographa californica multiple nucleopolyhedrovirus
PPR931169,go_term,2,3,3,1,1,organization,crown,nucleocapsid; virions
39466539,disease,2,2,1,1,0,breast cancer,,breast cancer; cancer
39466539,gene_protein,0,0,1,0,1,,jama,
39466539,organism,0,1,0,1,0,women,,
39466539,go_term,0,0,1,0,1,,deaths,
39356379,disease,0,1,0,1,0,concussion,,
39356379,gene_protein,0,0,1,0,1,,pla,
39463112,disease,1,3,1,2,0,ir; insulin resistance,,type 2 diabetes mellitus
39463112,chemical,3,3,5,0,2,,insulin; adiponectin,glucose; lipid; creatinine
39463112,gene_protein,2,5,3,3,1,insulin; sod; adiponectin,gamma gt,superoxide dismutase; glut-4
15729379,disease,2,2,3,0,1,,obese,prehypertension; hypertension
15729379,chemical,1,2,1,1,0,alcohol,,sodium
39462717,disease,0,3,0,3,0,19; -19; covid-19,,
39464766,disease,2,2,3,0,1,,intraocular pressure,glaucoma; ocular hypertension
39464766,gene_protein,0,0,1,0,1,,psf,
39466796,disease,0,0,2,0,2,,wildfire; wildfires,
39466796,organism,11,13,11,4,2,sheep; animal; plant; goat,wild sheep; wild goat,striped hyena; human; wildcat; ovis orientalis; capra aegagrus; hyaena hyaena; brown bear; goat; sheep; felis silvestris; ursus arctos
39466796,go_term,0,0,2,0,2,,lands; learning,
39466913,chemical,4,4,4,1,1,amines,secondary amines,triphenylene; polyurethane; hydrogen; amines
39466913,go_term,0,2,1,2,1,phosphorescences; phosphorescence,behavior,
38767658,disease,3,3,3,0,0,,,tumors; tumor; hepatocellular carcinoma
38767658,gene_protein,0,1,0,1,0,cd8,,
39459636,disease,1,2,1,2,1,opioid use disorders; opioid addiction,addiction,opioid addiction
